0;0;10590074
19;191542405;197218752
1;10590079;18563554
9;93079512;100461361
4;30976162;40449431
2;18563570;24236494
3;24236502;30976155
5;40449433;54409027
6;54409035;72351993
7;72352011;84335479
8;84335483;93079496
10;100461365;107841837
11;107841840;114271720
12;114271727;121500666
13;121500678;131165309
14;131165321;144645344
15;144645368;160780904
16;160780907;172561690
17;172561698;181884945
18;181884947;191542404
